speaker,topic,episode_id,episode_name,episode_subdivision,text
4,uncategorized,uncategorized,uncategorized,uncategorized,That's right.
4,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
2,uncategorized,uncategorized,uncategorized,uncategorized,"--tuition. You've got your own family leave plan. How would you pay for it? In Maryland you raised the sales tax, you raised the gas tax and you raised taxes on families making over $150,000 a year. Is that the blueprint?"
4,uncategorized,uncategorized,uncategorized,uncategorized,"Nancy, the blueprint in Maryland that we follow was, yes, we did, in fact, raise the-- the sales tax by a penny. And we made our public schools the best public schools in America for five years in a row with that investment. And, yes, we did ask everyone the-- the top 14% of earners in our state to pay more in their income tax."
4,uncategorized,uncategorized,uncategorized,uncategorized,"And we were the only state to go four years without a penny's increase to college tuition. So while other candidates will talk about the things they would like to do, I actually got these things in a state that defended not only a triple A bond rating but the highest medium income in America."
4,uncategorized,uncategorized,uncategorized,uncategorized,"I believe that we paid for many of the things that we need to do again as a nation, investing in the skills of our people, our infrastructure and research and development and also climate change-- by the elimination of one big entitlement that we can no longer afford as a people. And that is the entitlement that many of our super wealthiest citizens feel they are entitled to pay, namely a much lower income tax rate and a lower tax rate on capital gains. I believe capital gains for the most part should be taxed the same way we tax incomes from hard work, sweat and toil. And if we do those things we can be-- a country that actually can afford debt-free college again."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Senator Sanders, you want to make public college free altogether. You want to increase social security benefits. And you want to spend--spend a $1 trillion on infrastructure. So you said that to do some of these things you'll impose a tax on top earners. How high would their rate go in a Sanders administration?"
3,uncategorized,uncategorized,uncategorized,uncategorized,Let me put those proposals-- and you're absolutely right. That is what I wanna do. That is what has to happen if we're gonna revitalize and rebuild the crumbling middle class. In the last 30 years there has been a massive redistribution of wealth. And I know that term gets my Republican friends nervous.
3,uncategorized,uncategorized,uncategorized,uncategorized,"The problem is this redistribution has gone in the wrong direction. Trillions of dollars have gone to the middle class and working families to the top 1/10 of 1% who have doubled the percentage of wealth they now own. Yes, I do believe that we must end corporate loopholes such that major corporations year after year pay virtually zero in federal income tax because they're stashing their money in the Cayman Islands."
3,uncategorized,uncategorized,uncategorized,uncategorized,"Yes, I do believe there must be a tax on Wall Street speculation. We bailed out Wall Street. It is their time to bail out the middle class. Help our kids be able to go to college tuition free. So we pay for this by do demanding that the wealthiest people and the largest corporation who have gotten away with murder for years pay their share."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Well, let's get specific, how high would you go? You said before you'd go above 50%. How high?"
3,uncategorized,uncategorized,uncategorized,uncategorized,We haven't come up with an exact number yet. But it will not be as high as the number under Dwight D. Eisenhower which was 90%. But it will be-- (LAUGHTER)
3,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
3,uncategorized,uncategorized,uncategorized,uncategorized,I'm not a socialist compared to Eisenhower. (LAUGHTER) But-- (CHEERING) but-- but we are gonna end the absurdity as Warren Buffet often reminds us--
4,uncategorized,uncategorized,uncategorized,uncategorized,That's right.
3,uncategorized,uncategorized,uncategorized,uncategorized,--that billionaires pay an effective tax rate lower than nurses or truck drivers. That makes no sense at all. There has to be real tax reform and the wealthiest and large corporations will pay when I'm president.
4,uncategorized,uncategorized,uncategorized,uncategorized,"I mean, under Ronald Raegan's first term the highest marginal rate was 70%. And in talking to a lot of our neighbors who are in that super wealthy millionaire and billionaire category great numbers of them love their country enough to do more again in order to create more opportunity for America's middle class."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Secretary Clinton, Americans say that health care costs and wages are their top financial concerns. And health care deductibles alone have risen 67% over the past five years. Is this something that Obamacare was designed to address? And if not, why not?"
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, look, I believe that we've made great progress as a country with the Affordable Care Act. We've been struggling to get this done since Harry Truman. And it was not only a great accomplishment of the Democratic Party but of President Obama."
1,uncategorized,uncategorized,uncategorized,uncategorized,"I do think that it's important to defend it. The Republicans have voted to repeal it nearly 60 times. They would like to rip it up and start all over again, throw our nation back into this really contentious debate that we've had about health care for quite some time now."
1,uncategorized,uncategorized,uncategorized,uncategorized,"I wanna build on and improve the Affordable Care Act. I would certainly tackle the cost issues because I think that once the foundation was laid with a system to try to get as many people as possible into it, to end insurance discrimination against people with pre-existing conditions or women, for example, that, yes, we were gonna have to figure out how to get more competition in the insurance market, how to get the cost of particularly prescription drugs but other out of pocket expenses down."
1,uncategorized,uncategorized,uncategorized,uncategorized,But I think it's important to understand there's a significant difference that I have with Senator Sanders about how best to provide quality affordable health care for everyone. And it's-- it's a worthy debate. It's an important one that we should--
2,uncategorized,uncategorized,uncategorized,uncategorized,It is--
1,uncategorized,uncategorized,uncategorized,uncategorized,--be engaged in.
2,uncategorized,uncategorized,uncategorized,uncategorized,"--it is a worthy debate. Senator Sanders, a quick response and then we'll get-- into health care again later."
3,uncategorized,uncategorized,uncategorized,uncategorized,I am on the committee that helped write the Affordable Care Act. We have made some good progress. Now what we have to take on is the pharmaceutical industry that is ripping off the American people every single day. I am proud that I was the first member of Congress to take Americans over the Canadian border to buy breast cancer drugs for 1/10 the price they were paying in the United States.
3,uncategorized,uncategorized,uncategorized,uncategorized,"But at the end of the day no doubt the Affordable Care Act is a step forward. I think we all support it. I believe we've gotta go further. I wanna end the international embarrassment of the United States of America being the only major country on earth that doesn't guarantee health care to all people as a right, not a privilege."
3,uncategorized,uncategorized,uncategorized,uncategorized,(CHEERING) Also-- also what we should be clear about is we end up spending-- I think the secretary knows this-- far more per capita on health care than any other major country and our outcomes-- health care outcomes are not necessarily--
4,uncategorized,uncategorized,uncategorized,uncategorized,"All right, Nancy, I really--"
4,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
4,uncategorized,uncategorized,uncategorized,uncategorized,--particularly found a way to reduce--
2,uncategorized,uncategorized,uncategorized,uncategorized,Governor.
4,uncategorized,uncategorized,uncategorized,uncategorized,--hospital costs. So whenever we--
2,uncategorized,uncategorized,uncategorized,uncategorized,"Governor, you're breaking the rules."
2,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
2,uncategorized,uncategorized,uncategorized,uncategorized,"I'm sorry, we're gonna have to cut for a commercial. We'll be right back here from Drake University in Des Moines, Iowa."
4,uncategorized,uncategorized,uncategorized,uncategorized,Thank you. (APPLAUSE)
4,uncategorized,uncategorized,uncategorized,uncategorized,(COMMERCIAL BREAK)
2,uncategorized,uncategorized,uncategorized,uncategorized,"There's a lot of presidential history here in Iowa. It holds the first in the nation Caucasus. Herbert Hoover was born in West Branch. And tonight we're in Pope County for our 11th president with three people who hope to be number 45. Joining me now to question them are Iowan Keven Cooney of KCCI and Kathie Obradovich of the Des Moines Register, Kevin."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Thanks John. Candidates, we've already-- heard your answers on what you would do with Syrian refugees. But a crucial part of the immigration debate here at home controlling our own borders. Republican say the borders, security borders is a top priority. Democrats say they wanna plan for comprehensive integration reform. So Governor O'Malley, are you willing to compromise on this particular issue to focus on border security first if they were keeping the country safe?"
4,uncategorized,uncategorized,uncategorized,uncategorized,"Well, security-- we've actually been focusing on do-- border security to the exclusion of talking about comprehensive immigration reform. In fact if more border security and the-- and more and more deportations we're going to bring our republican brothers and sisters to the table it would've happened long ago. The fact of the matter is-- and let's say it in our debate because you'll never hear this from that-- immigrant bashing carnival barker Donald Trump, (LAUGH) the truth of the matter is-- (APPLAUSE) the truth of the matter is net immigration from Mexico last year was zero. Fact check me, go ahead, check it out. But the truth of the matter is if we want wages to go up we've got to get 11 million of our neighbors out of the off the books shadow economy and into the full light of an American economy."
4,uncategorized,uncategorized,uncategorized,uncategorized,"That's what our parents and grandparents always did. That's what we need to do as a nation. Yes, we must protect our borders. But there is no substitute for having comprehensive immigration reform with a pathway to citizenship for 11 million people-- many of whom have known no other country but the United States of America. Our symbol is the Statue (APPLAUSE) of Liberty. It is not a barbed wire fence. Thank you."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Now, Secretary Clinton, you have said you would go further than the president when it comes to taking executive action to implement immigration reforms. But the President's already facing legal troubles on this. We've seen it more just in the past week. Realistically how can you go further with executive action?"
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, first of all, I know that-- the president has appealed the-- decision-- to the Supreme Court. And my reading of the law and the Constitution-- convinces me that the president has the authority that he is attempting to exercise with respect to dreamers and their parents because I think all of us on this stage agree that-- we need comprehensive immigration reform with a path to citizenship."
1,uncategorized,uncategorized,uncategorized,uncategorized,"Border security has always been a part of that debate. And it is a fact that the-- net immigration from-- Mexico and south has basically zeroed out. So what we wanna do is to say, ""Look, we have 11 million people who have been here, many of them for decades."" They have children who are doing so well. I've met and worked with dreamers. I think any parent would be so proud of them. So let's move toward what we should be doing as a nation and follow the values of our immigration history and begin to make it possible for them to come out of the shadows and to have (APPLAUSE) and a future for their kids--full path of citizenship."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Senator Sanders-- you have talked about immigration as being a wage issue in the United States. And I wanna actually go directly to the wage issue now. You've talked about raising to $15.00 an hour everywhere in the country. But the President's former chair of the Council of Economic Advisors, Alan Krueger has said a national increase of $15.00 could lead to undesirable and unintended consequences of job loss. What level of job loss would you consider unacceptable?"
3,uncategorized,uncategorized,uncategorized,uncategorized,"Let me say this-- you know, no public policy doesn't have in some cases negative consequences. But at the end of the day what you have right now are millions of Americans working two or three jobs because the wages that they are earning are just too low. Real inflation accounted for wages has declined precipitously over the years. So I believe that in fact this country needs to move toward a living wage."
3,uncategorized,uncategorized,uncategorized,uncategorized,"It is not a radical idea to say that if somebody works 40 hours a week that person should not be living in poverty. It is not a radical idea to say that a single mom should be earning enough money to take care of her kids. So I believe that over the next few years, not tomorrow, but over the next few years we have got to move the minimum wage to a living wage $15.00 bucks an hour. And I apologize to nobody."
2,uncategorized,uncategorized,uncategorized,uncategorized,But you said the-- the-- (APPLAUSE) you said there-- there are consequences for-- for any policy. Do-- do you think job losses are a consequence that are a consequence that are acceptable? --
2,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
3,uncategorized,uncategorized,uncategorized,uncategorized,"This is what many economists believe that one of the reasons that real unemployment in this country is ten percent, one of the reasons that African American youth unemployment and underemployment is 51 percent is the average worker in America doesn't have any disposable income."
3,uncategorized,uncategorized,uncategorized,uncategorized,"You have no disposable income when you're making ten, $12.00 bucks an hour. When we put money into the hands of working people they're gonna go out buy goods. They're gonna go out buy services. And they are gonna create jobs in doing that. That is the kind of economy I believe, put money in the hands of working people, raise the minimum wage to $15.00 an hour."
4,uncategorized,uncategorized,uncategorized,uncategorized,"Kathie, this was not merely theory in Maryland. We actually did it. Not only were we the first state in the nation to pass a living wage we were the first to pass a minimum wage. And the U.S. Chamber of Commerce which hardly ever says nice things about democratic governors anywhere named our state number one for innovation and entrepreneurship."
4,uncategorized,uncategorized,uncategorized,uncategorized,"We defended the highest median income in the country. And-- so look, the way the-- the-- a stronger middle class is actually the source of economic growth. And if our middle class makes more money, they spend more money. And our whole economy grows. We did it. And it worked. And nobody headed for the hills or left the state because of the--"
2,uncategorized,uncategorized,uncategorized,uncategorized,You're calling for a $15.00-- minimum wage. But why did you stop at $10.10 in your state?
4,uncategorized,uncategorized,uncategorized,uncategorized,$10.10 was all I could get the state to do by the time I left in my last year. But two of our counties actually went to $12.80. And their county executives if they were here tonight would also tell you that it works. The fact of the matter is the more our people earn the more money they spend and the more our whole economy grows.
4,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
3,uncategorized,uncategorized,uncategorized,uncategorized,"This is not an esoteric article-- argument. And you're seeing cities like Seattle, you're seeing cities like San Francisco, cities like Los Angeles doing it. And they are doing it well and workers are able to have more disposable income."
1,uncategorized,uncategorized,uncategorized,uncategorized,But I do take what Alan Krueger said seriously. He is the foremost expert in our country on the minimum wage-- and what its effects-- are. And the overall message is that it doesn't result in job loss. However what Alan Krueger said in the piece you're referring to is that if we went to $15.00 there are no international comparisons. That is why I support a $12.00 national federal minimum wage. That is what the democrats in the senate have put forward as a proposal.
1,uncategorized,uncategorized,uncategorized,uncategorized,"But I do believe that is a minimum. And places like Seattle, like Los Angeles, like New York City, they can go higher. It's what happened in-- Governor O'Malley's state. There was a minimum wage at the state level. And some places went higher. I think that is the smartest way to be able to move forward because if you go to $12.00 it would be the highest historical average we've ever had."
1,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
4,uncategorized,uncategorized,uncategorized,uncategorized,"Oh, come on now. Yeah, but, look, it should always be going up. I mean, it--"
4,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
4,uncategorized,uncategorized,uncategorized,uncategorized,With all due respect to Secretary Clinton.
1,uncategorized,uncategorized,uncategorized,uncategorized,You would expect a median wage. Of course you would do the trial. And you would index it. But I-- I think--
4,uncategorized,uncategorized,uncategorized,uncategorized,I think we need to stop taking our advice from economists on Wall Street.
1,uncategorized,uncategorized,uncategorized,uncategorized,He's not on Wall Street.
4,uncategorized,uncategorized,uncategorized,uncategorized,And start taking advice from--
4,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
2,uncategorized,uncategorized,uncategorized,uncategorized,You have-- you have given me the perfect segue. We are gonna talk about Wall Street. But now we've gotta go do a commercial. (LAUGH) (APPLAUSE) We're starting in the first hour. But there's another hour behind it. And we're gonna talk about Wall Street. So hang with us.
2,uncategorized,uncategorized,uncategorized,uncategorized,(THEME MUSIC)
2,uncategorized,uncategorized,uncategorized,uncategorized,[COMMERCIAL BREAK]
2,uncategorized,uncategorized,uncategorized,uncategorized,(THEME MUSIC)
2,uncategorized,uncategorized,uncategorized,uncategorized,"Live from Drake University in Des Moines, Iowa, CBS News brings you the democratic presidential debate here again, John Dickerson. (APPLAUSE)"
2,uncategorized,uncategorized,uncategorized,uncategorized,"Good evening again as we begin the second half of the debate. And joining me in the questioning of the-- candidates, our CBS News congressional correspondent Nancy Cordes, Kevin Cooney of CBS Good Morning affiliate KCCI and Kathie Obradovich of the Des Moines Register. As those who watched the first hour now our topic is Wall Street for those just joining us, welcome. Senator-- excuse me, Secretary Clinton, went to the past there for a moment, Senator Sanders recently said quote, ""People should be suspect of candidates who receive large sums of money from Wall Street and then go out and say, ""Trust me, I'm going to really regulate Wall Street."" So you've received millions of dollars in contributions and speaking fees from Wall Street companies. How do you convince voters that you're gonna level the playing field when you're indebted to some of its biggest players?"
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, I-- I think it's pretty clear that they know that I will. You've got two billionaire hedge fund managers who've started a super PAC. And they're advertising against me in Iowa as we speak. So they clearly think I'm going to do what I say I will do. And you can look at what I did in the senate. I did introduce legislation to reign in-- compensation. I looked at ways that the shareholders would have more control over what was going on in that arena and specifically said to Wall Street that-- what they were doing in the mortgage market was bringing our country down."
1,uncategorized,uncategorized,uncategorized,uncategorized,"I've laid out a very aggressive-- plan to reign in Wall Street not just the big banks. That's a part of the problem. And I am going right at them. I've got a comprehensive, tough plan. But I went further than that. We have to go after what's called the shadow banking industry, those hedge funds. Look at what happened in '08, AIG a big insurance company, Lehman Brothers, an investment bank helped to bring our economy down. So I wanna look at the whole problem. And that's why my proposal is much more comprehensive than anything else that's been put forth."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Senator Sanders, you've-- you've said that the donations to Secretary Clinton are compromising. So what did you think of her answer?"
3,uncategorized,uncategorized,uncategorized,uncategorized,"Not good enough. (LAUGH) Here's the story. I mean, you know, let's not be naive about it. Why do-- why over her political career has Wall Street been a major-- the major-- campaign contributor to Hillary Clinton? You know, maybe they're dumb and they don't know what they're gonna get. But I don't think so."
3,uncategorized,uncategorized,uncategorized,uncategorized,"Here is the major issue when we talk about Wall Street, it ain't complicated. You got six financial institutions today that have assets of 56 per-- equivalent to 50-- six percent of the GDP in America. They issue two thirds of the credit cards and one third of the mortgages. If Teddy Roosevelt, the good republican, were alive today you know what he'd say? ""Break them up. Reestablish (APPLAUSE) Glass Steagall like Teddy Roosevelt, that is leadership. So I am the only candidate up here that doesn't have a super PAC. I'm not asking Wall Street or the billionaires for money. I will break up these banks, support community banks and credit unions-- credit unions. That's the future of banking in America."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Quick follow-up because you-- you-- (APPLAUSE) Secretary Clinton, you'll get a chance to respond. You said they know what they're going to get. What are they gonna get?"
3,uncategorized,uncategorized,uncategorized,uncategorized,"I have never heard a candidate, never, who's received huge amounts of money from oil, from coal, from Wall Street, from the military industrial complex, not one candidate, go, ""OH, these-- these campaign contributions will not influence me. I'm gonna be independent."" Now, why do they make millions of dollars of campaign contributions? They expect to get something. Everybody knows that. Once again, I am running a campaign differently than any other candidate. We are relying on small campaign donors, $750,000 and $30 apiece. That's who I'm indebted to."
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, John, John, wait a minute, wait a minute."
1,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
2,uncategorized,uncategorized,uncategorized,uncategorized,Secretary Clinton gets to respond.
1,uncategorized,uncategorized,uncategorized,uncategorized,"--he has basically used his answer to impugn my integrity, let's be frank here."
3,uncategorized,uncategorized,uncategorized,uncategorized,"No, I don't."
1,uncategorized,uncategorized,uncategorized,uncategorized,"Oh, wait a minute, senator. (LAUGH) You know, not only do I have hundreds of thousands of donors, most of them small, I am very proud that for the first time a majority of my donors are women, 60 percent. (APPLAUSE) So I-- I represented New York. And I represented New York on 9/11 when we were attacked."
1,uncategorized,uncategorized,uncategorized,uncategorized,Where were we attacked? We were attacked in downtown Manhattan where Wall Street is. I did spend a whole lot of time and effort helping them rebuild. That was good for New York. It was good for the economy. And it was a way to rebuke the terrorists who had attacked our country. (APPLAUSE)
1,uncategorized,uncategorized,uncategorized,uncategorized,"So, you know, it's fine for you to say what you're gonna say. But I look very carefully at your proposal reinstating Glass Steagall is a part of what very well could help but it is nowhere near enough. My proposal is tougher, more effective and more comprehensive because I go after all of Wall Street not just the big banks. (APPLAUSE)"
1,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
2,uncategorized,uncategorized,uncategorized,uncategorized,"Hold on, hold on, he was attacked. Go--"
2,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
3,uncategorized,uncategorized,uncategorized,uncategorized,"Here's--this issue touches on two broad issues. It's not just Wall Street. It's campaigns, a corrupt campaign finance system. And it is easy to talk the talk about ending-- Citizens United. But what I think we need to do is show by example that we are prepared to not rely on large corporations and Wall Street for campaign contributions."
3,uncategorized,uncategorized,uncategorized,uncategorized,"And that's what I'm doing. In terms of Wall Street I respectfully disagree with you, Madam Secretary in the sense that the issue is when you have such incredible power and such incredible wealth, when you have Wall Street spending five billion dollars over a ten year period to get re-- to get deregulated the only answer that I know is break them up, reestablish Glass Steagall."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Senator, we have to get Senator O'Malley in. But no-- along with your answer how many Wall Street-- veterans would you have in your administration?"
4,uncategorized,uncategorized,uncategorized,uncategorized,"Well, I'll tell you what, I've said this before, I-- I don't-- I believe that we actually need some new economic thinking in the White House. And I would not have Robert Rubin or Larry Summers with all due respect, Secretary Clinton, to you and to them, back on my council of economic advisors."
2,uncategorized,uncategorized,uncategorized,uncategorized,Anyone -
4,uncategorized,uncategorized,uncategorized,uncategorized,"If they were architects, sure, we'll-- we'll have-- we'll have an inclusive group. But I won't be taking my orders from Wall Street. And-- look, let me say this-- I put out a proposal-- I was on the front line when people lost their homes, when people lost their jobs."
4,uncategorized,uncategorized,uncategorized,uncategorized,I was on the front lines as the governor-- fighting against-- fighting that battle. Our economy was wrecked by the big banks of Wall Street. And Secretary Clinton-- when you put out your proposal (LAUGH) on Wall Street it was greeted by many as quote unquote weak tea. It is weak tea. It is not what the people expect of our country. We expect that our president will protect the main street economy from excesses on Wall Street. And that's why Bernie's right. We need to reinstate a modern version of Glass Steagall and we should have done it already. (APPLAUSE)
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, you know, governor I know that when you had a chance to appoint a commissioner for financial regulation you chose an investment banker in 2010. So for me it is looking at what works and what we need to do to try to move past what happened in '08."
1,uncategorized,uncategorized,uncategorized,uncategorized,And I will go back and say again AIG was not a big bank. It had to be bailed out. And it nearly destroyed us. Lehman Brothers was not a big bank. It was an investment bank. And its bankruptcy and its failure nearly destroyed us. So I've said if the big banks don't play by the rules I will break them up.
3,uncategorized,uncategorized,uncategorized,uncategorized,The big bank--
1,uncategorized,uncategorized,uncategorized,uncategorized,And I will also go after executives who are responsible for the decisions that have such bad consequences for our country. (APPLAUSE)
3,uncategorized,uncategorized,uncategorized,uncategorized,"Look, I don't know-- with all due respect to the secretary, Wall Street played by the rules. Who are we kidding? The business model of Wall Street is fraud. That's what it is. And we-- we have-- (APPLAUSE) and let me make this promise, one of the problems we have had I think all-- all Americans understand it is whether it's republican administration or democratic administrations we have seen Wall Street and Goldman Sachs dominate administrations. Here's my promise Wall Street representatives will not be in my cabinet. (APPLAUSE)"
2,uncategorized,uncategorized,uncategorized,uncategorized,"All right, I wanna get to the-- switch to the issues of guns here. Secretary Clinton, you've said that Senator Sanders is not tough enough on guns. But basically he now supports roughly the same things you do. So can you tell us some of the exact differences going forward between the two of you on the issue of gun control?"
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, I think that there are different-- records. I-- you know, know that-- Senator Sanders-- had a different vote than I did-- when it came to giving immunity to gun makers and sellers. That was a terrible mistake. It basically gave the gun lobby even more power to intimidate-- legislators not just in Washington but across the country."
1,uncategorized,uncategorized,uncategorized,uncategorized,"But just think about this, since we last debated in Las Vegas nearly 3,000 people have been killed by guns, 21 mass shootings including one last weekend in Des Moines where three were murdered, 200 children have been killed. This is an emergency. There are a lot of things we've gotta do in our country. Reigning in Wall Street is certainly one of them. I agree with that. That's why I've got such a good plan. But we have to also go after the gun lobby. And 92 percent of Americans agree we should have universal background checks, close the gun show loophole, close the out of (APPLAUSE) loophole and-- I wanna-- but I-- I will do everything I can as president to get that accomplished."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Secretary Clinton just a quick follow up, you say that-- Senator Sanders took a vote that-- on immunity that you don't like. So if he can be tattooed by a single vote and that ruins all future-- opinions by him on this issue, why then isn't he right when he says you're wrong vote on Iraq tattoos you for offering your judgment?"
1,uncategorized,uncategorized,uncategorized,uncategorized,"I-- I said I made a mistake on Iraq. And I would love to see Senator Sanders join with some of my colleagues-- in the senate that I-- see in the audience, let's reverse the immunity. Let's--"
1,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
1,uncategorized,uncategorized,uncategorized,uncategorized,Let's go to the gun makers and tellers-- on notice that they're not gonna get away with it.
1,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
3,uncategorized,uncategorized,uncategorized,uncategorized,Let's do more than reverse the immunity.
3,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
1,uncategorized,uncategorized,uncategorized,uncategorized,'Cause you think that that's a mistake.
3,uncategorized,uncategorized,uncategorized,uncategorized,But let's-- let me hear it-- if there's any difference between the secretary and myself. I have voted time and again to-- for-- for the background checks. And I wanna see it improved and expanded. I wanna see them do away with the gun show loophole. In 1988 I lost an election because I said we should not have assault weapons on the streets of America.
3,uncategorized,uncategorized,uncategorized,uncategorized,We have to do away with the strong man proposal. We need radical changes in mental health in America. So somebody who's suicidal or homicidal can get the emergency care they need. But we have-- I don't know that there's any disagreement here.
4,uncategorized,uncategorized,uncategorized,uncategorized,"Oh yes, there is."
3,uncategorized,uncategorized,uncategorized,uncategorized,We have lots-- come forward with a consensus--
4,uncategorized,uncategorized,uncategorized,uncategorized,"Yes, there is."
3,uncategorized,uncategorized,uncategorized,uncategorized,--that in fact will work--
2,uncategorized,uncategorized,uncategorized,uncategorized,"Senator, a mistake or not, you're-- you're--your immunity vote, quickly before--"
3,uncategorized,uncategorized,uncategorized,uncategorized,"We will talk of that bill which I agree with parts, I disagree-- I am certainly absolutely willing to look at that bill and make sure-- and not a form of the bill."
2,uncategorized,uncategorized,uncategorized,uncategorized,So not a mistake.
4,uncategorized,uncategorized,uncategorized,uncategorized,"John, this is another one of those examples. Look, we have-- we have a lot of work to do. And we're the only nation on the planet that buries as many of our people from gun violence as we do in my own state after they-- the children in that Connecticut classroom were gunned down, we passed comprehensive-- gun safety legislation, background checks, ban on assault weapons."
4,uncategorized,uncategorized,uncategorized,uncategorized,"And senator, I think we do need to repeal that immunity that you granted to the gun industry. But Secretary Clinton, you've been on three sides of this. When you ran in 2000 you said that we needed federal robust regulations. Then in 2008 you were portraying yourself as Annie Oakley and saying that we don't need those regulation on the federal level. And now you're coming back around here. So John, there's a big difference between leading by polls and leading with principle. We got it done in my state by leading with principle. And that's what we need to do as a party, for comprehensive gun safety--"
4,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
3,uncategorized,uncategorized,uncategorized,uncategorized,With all due respect-- I think it's fair to say that Baltimore is not now one of the safest cities in America. But the issue-- and it's a lot--
4,uncategorized,uncategorized,uncategorized,uncategorized,Saved a lot of lives along the way.
3,uncategorized,uncategorized,uncategorized,uncategorized,The issue is I believe and I believe this honestly and I don't know that there's much difference on guns between us but I believe coming from a state that has virtually no gun control I believe that I am in position to reach out to the 60 or 70 percent of the American people who agree with us on those issues. The problem is--
2,uncategorized,uncategorized,uncategorized,uncategorized,Hold on.
3,uncategorized,uncategorized,uncategorized,uncategorized,"--people all over this country, not you Secretary Clinton, are shouting at each other. And what we need to do (LAUGH) is bring people together to work on the agreement where there is broad consensus. And that's what I intend to do."
3,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
1,uncategorized,uncategorized,uncategorized,uncategorized,There-- there is broad consensus. 92 percent in the most recent poll of Americans want gun safety measures.
3,uncategorized,uncategorized,uncategorized,uncategorized,Absolutely.
1,uncategorized,uncategorized,uncategorized,uncategorized,And 85 percent of gun owners agree. We've got the consensus. What we're lacking is political leadership. And that's what you and others can start providing in the senate. (APPLAUSE)
3,uncategorized,uncategorized,uncategorized,uncategorized,"Yes, I agree."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Sorry, I'm gonna bring in Nancy Cordes with a question from Twitter about this exchange."
2,uncategorized,uncategorized,uncategorized,uncategorized,"There was a lot of conversation on Twitter about guns but also about your conversation on campaign finance. And Secretary Clinton, one of the tweets we saw-- said that I've never seen a candidate invoke 9/11 to justify millions of Wall Street donations until now the idea being that, yes, you are a champion of the community after 9/11. But what does that have to do with taking big donations?"
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, I'm sorry that whoever tweeted that-- had that impression because I worked closely with New Yorkers after 9/11 for my entire first term to rebuild. And so yes, I did know people. I had a lot of folks give me donations from all kinds of backgrounds, say, ""I don't agree with you on everything. But I like what you do. I like how you stand up. I'm going to support you."" (LAUGH) And I think that is absolutely perfect."
3,uncategorized,uncategorized,uncategorized,uncategorized,"Well, I-- if I might-- I-- I-- I think the issue here is that I--and I applaud Secretary Clinton. She did. She was the senator from New York. She worked-- many of us supported you in trying to rebuild that devastation. But at the end of the day Wall Street today has an enormous economic and political power. Their business model is greed and fraud. And for the sake of our economy they must-- the major banks must be broken up."
1,uncategorized,uncategorized,uncategorized,uncategorized,But--
4,uncategorized,uncategorized,uncategorized,uncategorized,"John, I think somewhere between the--"
4,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
2,uncategorized,uncategorized,uncategorized,uncategorized,"Senator Sanders, but what is it in Secretary Clinton's record-- that shows you that she's been influenced by those donations?"
3,uncategorized,uncategorized,uncategorized,uncategorized,"Well, there--"
3,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
3,uncategorized,uncategorized,uncategorized,uncategorized,The issue right now is whether or not we reestablish Glass Steagall. I led the effort unfortunately unsuccessfully against deregulation because I knew when you merge large insurance companies and investment banks and commercial banks it was not going to be good. The issue now is do we break them up? Do we reestablish Glass Steagall? And Secretary Clinton unfortunately is on the wrong side.
