index,speaker,speaker_name,topic,text
395,trump,,h-clinton,She has been outsmarted and outplayed worse than anybody I've ever seen in any government whatsoever.
396,moderator,,immigration," We're a long way away from immigration, but I'm going to let you finish this topic."
397,clinton,,military, I I find it ironic that he's raising nuclear weapons.
398,clinton,,military,"This is a person who has been very cavalier, even casual about the use of nuclear weapons."
399,clinton,,misc,Fact Checks of the Third Presidential Debate Reporters for The New York Times fact-checked the statements made by Hillary Clinton and Donald J.
400,clinton,,misc,Trump during Wednesday's presidential debate.
401,clinton,,misc,"19, 2016 TRUMP: Wrong."
402,clinton,,military," ... advocated more countries getting them, Japan, Korea, even Saudi Arabia."
403,clinton,,military,"He said, well, if we have them, why don't we use them, which I think is terrifying."
404,clinton,,misc,But here's the deal.
405,clinton,,military,"The bottom line on nuclear weapons is that when the president gives the order, it must be followed."
406,clinton,,military,There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so.
407,clinton,,trump,"And that's why 10 people who have had that awesome responsibility have come out and, in an unprecedented way, said they would not trust Donald Trump with the nuclear codes or to have his finger on the nuclear button."
408,trump,,misc,I have 200 generals...
409,moderator,,misc, Very quickly.
410,trump,,misc,"... and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients."
411,trump,,"military, trade","As far as Japan and other countries, we are being ripped off by everybody in the we're defending other countries."
412,trump,,deficit,We are spending a fortune doing it.
413,trump,,deficit,They have the bargain of the century.
414,trump,,deficit,"All I said is, we have to renegotiate these agreements, because our country cannot afford to defend Saudi Arabia, Japan, Germany, South Korea, and many other places."
415,trump,,"h-clinton, military",We cannot continue to afford she took that as saying nuclear weapons.
416,trump,,h-clinton," Look, she's been proven to be a liar on so many different ways."
417,clinton,,misc," Well, I'm just quoting you when you were asked..."
418,trump,,misc, There's no quote.
419,trump,,misc,You're not going to find a quote from me.
420,clinton,,military," ... about a potential nuclear nuclear competition in Asia, you said, you know, go ahead, enjoy yourselves, folks."
421,clinton,,misc,That kind...
422,trump,,misc, And defend yourselves.
423,trump,,msic, And defend yourselves.
424,trump,,misc,I didn't say nuclear.
425,trump,,misc,And defend yourself.
426,clinton,,safety, The United States has kept the peace the United States has kept the peace through our alliances.
427,clinton,,safety,Donald wants to tear up our alliances.
428,clinton,,america,"I think it makes the world safer and, frankly, it makes the United States safer."
429,clinton,,america,"I would work with our allies in Asia, in Europe, in the Middle East, and elsewhere."
430,clinton,,safety,That's the only way we're going to be able to keep the peace.
431,moderator,,economy," We're going to no, we are going to move on to the next topic, which is the economy."
432,moderator,,immigration,And I hope we handle that as well as we did immigration.
433,moderator,,"question, economy",You also have very different ideas about how to get the economy growing faster.
434,moderator,,"question, h-clinton, economy","Secretary Clinton, in your plan, government plays a big role."
435,moderator,,"question, economy, taxes","You see more government spending, more entitlements, more tax credits, more tax penalties."
436,moderator,,"question, taxes, deregulation","Mr. Trump, you want to get government out with lower taxes and less regulation."
437,moderator,,question, We're going to drill down into this a little bit more.
438,moderator,,"question, jobs, economy","But in this overview, please explain to me why you believe that your plan will create more jobs and growth for this country and your opponent's plan will not."
439,moderator,,h-clinton,"In this round, you go first, Secretary Clinton."
440,clinton,,middle-class," Well, I think when the middle class thrives, America thrives."
441,clinton,,"economy, middle-class","And so my plan is based on growing the economy, giving middle-class families many more opportunities."
442,clinton,,"jobs, ww2, infrastructure","I want us to have the biggest jobs program since World War II, jobs in infrastructure and advanced manufacturing."
443,clinton,,jobs,"I think we can compete with high-wage countries, and I believe we should."
444,clinton,,"c-energy, jobs, climate","New jobs and clean energy, not only to fight climate change, which is a serious problem, but to create new opportunities and new businesses."
445,clinton,,economy,I want us to do more to help small business.
446,clinton,,jobs,That's where two- thirds of the new jobs are going to come from.
447,clinton,,jobs,"I want us to raise the national minimum wage, because people who live in poverty should not who work full-time should not still be in poverty."
448,clinton,,women,And I sure do want to make sure women get equal pay for the work we do.
449,clinton,,education,I feel strongly that we have to have an education system that starts with preschool and goes through college.
450,clinton,,"education, children","That's why I want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future."
451,clinton,,education,"I want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that I worked on with Bernie Sanders is enacted."
452,clinton,,education,"And we're going to work hard to make sure that it is, because we are going to go where the money is."
453,clinton,,past,Most of the gains in the last years since the Great Recession have gone to the very top.
454,clinton,,taxes,So we are going to have the wealthy pay their fair share.
455,clinton,,taxes,We're going to have corporations make a contribution greater than they are now to our country.
456,clinton,,jobs,That is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs.
457,clinton,,"jobs, trump","By contrast, Donald's plan has been analyzed to conclude it might lose 3.5 million jobs."
458,clinton,,"taxes, deficit","Because his whole plan is to cut taxes, to give the biggest tax breaks ever to the wealthy and to corporations, adding $20 trillion to our debt, and causing the kind of dislocation that we have seen before, because it truly will be trickle-down economics on steroids."
459,clinton,,economy,So the plan I have I think will actually produce greater opportunities.
460,clinton,,"jobs, economy",The plan he has will cost us jobs and possibly lead to another Great Recession.
461,moderator,,h-clinton," Secretary, thank you."
462,moderator,,"jobs, economy","Mr. Trump, why will your plan create more jobs and growth than Secretary Clinton's?"
463,trump,,taxes," Well, first of all, before I start on my plan, her plan is going to raise taxes and even double your taxes."
464,trump,,taxes,Her tax plan is a disaster.
465,trump,,education,And she can say all she wants about college tuition.
466,trump,,misc,And I'm a big proponent.
467,trump,,education,We're going to do a lot of things for college tuition.
468,trump,,taxes,But the rest of the public's going to be paying for it.
469,trump,,taxes,"We will have a massive, massive tax increase under Hillary Clinton's plan."
470,trump,,trade," But I'd like to start off where we left, because when I said Japan and Germany, and I'm not to single them out, but South Korea, these are very rich, powerful countries."
471,trump,,trade,"Saudi Arabia, nothing but money."
472,trump,,trade,We protect Saudi Arabia.
473,trump,,trade,Why aren't they paying?
474,trump,,h-clinton,"She immediately when she heard this, I questioned it, and I questioned NATO."
475,trump,,"trade, deficit",Why aren't the NATO questioned why aren't they paying?
476,trump,,deficit,Because they weren't paying.
477,trump,,trade,"Since I did this this was a year ago all of a sudden, they're paying."
478,trump,,trump,And I've been given a lot a lot of credit for it.
479,trump,,trade,"All of a sudden, they're starting to pay up."
480,trump,,trade,They have to pay up.
481,trump,,military,"We're protecting people, they have to pay up."
482,trump,,military,And I'm a big fan of NATO.
483,trump,,trade,But they have to pay up.
484,trump,,trade,"She comes out and said, we love our allies, we think our allies are great."
485,trump,,trade,"Well, it's awfully hard to get them to pay up when you have somebody saying we think how great they are."
486,trump,,trade,"We have to tell Japan in a very nice way, we have to tell Germany, all of these countries, South Korea, we have to say, you have to help us out."
487,trump,,"obama, deficit","We have, during his regime, during President Obama's regime, we've doubled our national debt."
488,trump,,deficit,We're up to $20 trillion.
489,trump,,trade,So my plan we're going to renegotiate trade deals.
490,trump,,trade,We're going to have a lot of free trade.
491,trump,,trade,"We're going to have free trade, more free trade than we have right now."
492,trump,,trade,But we have horrible deals.
493,trump,,"jobs, h-clinton, trade","Our jobs are being taken out by the deal that her husband signed, NAFTA, one of the worst deals ever."
494,trump,,"jobs, economy",Our jobs are being sucked out of our economy.
495,trump,,misc,"You look at all of the places that I just left, you go to Pennsylvania, you go to Ohio, you go to Florida, you go to any of them."
496,trump,,misc,You go upstate New York.
497,trump,,jobs,Our jobs have fled to Mexico and other places.
498,trump,,jobs,We're bringing our jobs back.
499,trump,,trade,I am going to renegotiate NAFTA.
500,trump,,trade,And if I can't make a great deal then we're going to terminate NAFTA and we're going to create new deals.
501,trump,,trade,"We're going to have trade, but we're going we're going to terminate it, we're going to make a great trade deal."
502,trump,,trade,"And if we can't, we're going to do it we're going to go a separate way, because it has been a disaster."
503,trump,,taxes,We are going to cut taxes massively.
504,trump,,taxes,We're going to cut business taxes massively.
505,trump,,jobs,They're going to start hiring people.
506,trump,,deficit,We're going to bring the $2.5 trillion...
507,moderator,,trump," Time, Mr. Trump."
508,trump,,america, ... that's offshore back into the country.
509,trump,,economy,"We are going to start the engine rolling again, because..."
510,moderator,,trump, Mr. Trump?
511,trump,,"america, economy","... right now, our country is dying at 1 percent GDP."
512,clinton,,misc," Well, let me translate that, if I can, Chris, because..."
513,trump,,misc, You can't.
514,clinton,,taxes," ... the fact is, he's going to advocate for the largest tax cuts we've ever seen, three times more than the tax cuts under the Bush administration."
515,clinton,,taxes,"I have said repeatedly throughout this campaign: I will not raise taxes on anyone making $250,000 or less."
516,clinton,,deficit,I also will not add a penny to the debt.
517,clinton,,deficit,I have costed out what I'm going to do.
518,clinton,,"taxes, deficit","He will, through his massive tax cuts, add $20 trillion to the debt."
519,clinton,,deficit,"Well, he mentioned the debt."
520,clinton,,deficit,We know how to get control of the debt.
521,clinton,,"trade, deficit","When my husband was president, we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt."
522,clinton,,"obama, economy","When President Obama came into office, he inherited the worst economic disaster since the Great Depression."
523,clinton,,deficit,He has cut the deficit by two-thirds.
524,clinton,,"deficit, jobs","So, yes, one of the ways you go after the debt, one of the ways you create jobs is by investing in people."
525,clinton,,"jobs, education","So I do have investments, investments in new jobs, investments in education, skill training, and the opportunities for people to get ahead and stay ahead."
526,clinton,,misc,That's the kind of approach that will work.
527,moderator,,h-clinton, Secretary...
528,clinton,,taxes," Cutting taxes on the wealthy, we've tried that."
529,clinton,,misc,It has not worked the way that it has been promised.
530,moderator,,h-clinton,"Secretary Clinton, I want to pursue your plan, because in many ways it is similar to the Obama stimulus plan in 2009, which has led to the slowest GDP growth since 1949."
531,clinton,,misc," Thank you, sir."
532,moderator,,"question, obama, economy",You told me in July when we spoke that the problem is that President Obama didn't get to do enough in what he was trying to do with his stimulus.
533,moderator,,"question, obama, economy",So is your plan basically more even more of the Obama stimulus?
534,clinton,,misc," Well, it's a combination, Chris."
535,clinton,,"obama, economy","And let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch-and-go situation."
536,clinton,,misc,I was in the Senate before I became secretary of state.
537,clinton,,economy,I've never seen people as physically distraught as the Bush administration team was because of what was happening to the economy.
538,clinton,,"obama, economy",I personally believe that the steps that President Obama took saved the economy.
539,clinton,,obama,He doesn't get the credit he deserves for taking some very hard positions.
540,clinton,,economy,But it was a terrible recession.
541,clinton,,economy,"So now we've dug ourselves out of it, we're standing, but we're not yet running."
542,clinton,,economy,"So what I am proposing is that we invest from the middle out and the ground up, not the top down."
543,clinton,,misc,That is not going to work.
544,clinton,,"deficit, jobs","That's why what I have put forward doesn't add a penny to the debt, but it is the kind of approach that will enable more people to take those new jobs, higher-paying jobs."
545,clinton,,jobs,"We're beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs."
546,clinton,,economy,"We've got to do more to get the whole economy moving, and that's what I believe I will be able to do."
547,moderator,,"jobs, ecnomy","Mr. Trump, even conservative economists who have looked at your plan say that the numbers don't add up, that your idea, and you've talked about 25 million jobs created, 4 percent..."
548,trump,,future,Over a 10-year period.
549,moderator,,future, ... growth is unrealistic.
550,moderator,,"question, energy",And they say you talk a lot about growing the energy industry.
551,moderator,,"question, oil","They say with oil prices as low as they are right now, that's unrealistic, as well."
552,moderator,,question,"Your response, sir?"
553,trump,,misc, So I just left some high representatives of India.
554,trump,,economy,They're growing at 8 percent.
555,trump,,"china, economy",China is growing at 7 percent.
556,trump,,economy,And that for them is a catastrophically low number.
557,trump,,"economy, america",We are growing our last report came out and it's right around the 1 percent level.
558,trump,,economy,And I think it's going down.
559,trump,,jobs,"Last week, as you know, the end of last week, they came out with an anemic jobs report."
560,trump,,jobs,A terrible jobs report.
561,trump,,"jobs, election","In fact I said, is that the last jobs report before the election?"
562,trump,,election,"Because if it is, I should win easily, it was so bad."
563,trump,,jobs,The report was so bad.
564,trump,,"america, economy","Look, our country is stagnant."
565,trump,,jobs,We've lost our jobs.
566,trump,,economy,We've lost our businesses.
567,trump,,trade,"We're not making things anymore, relatively speaking."
568,trump,,"china, trade","Our product is pouring in from China, pouring in from Vietnam, pouring in from all over the world."
569,trump,,misc,I've visited so many communities.
570,trump,,misc,"This has been such an incredible education for me, Chris."
571,trump,,misc,I've gotten to know so many I've developed so many friends over the last year.
572,trump,,msic,And they cry when they see what's happened.
573,trump,,economy,"I pass factories that were thriving 20, 25 years ago, and because of the bill that her husband signed and she blessed 100 percent, it is just horrible what's happened to these people in these communities."
574,trump,,economy,"Now, she can say that her husband did well, but, boy, did they suffer as NAFTA kicked in, because it didn't really kick in very much, but it kicked in after they left."
575,trump,,misc,"Boy, did they suffer."
576,trump,,trade,That was one of the worst things that's ever been signed by our country.
577,trump,,trade,Now she wants to sign Trans-Pacific Partnership.
578,trump,,"h-clinton, trade",She lied when she said she didn't call it the gold standard in one of the debates.
579,trump,,h-clinton,She totally lied.
580,trump,,"h-clinton, trade",She did call it the gold standard.
581,trump,,trump,"And they actually fact checked, and they said I was right."
582,trump,,trump,I was so honored.
583,moderator,,economy," I want you to give you a chance to briefly speak to that, and then I want to pivot to one-sixth of the economy..."
584,trump,,trade, And that will be as bad as NAFTA.
585,moderator,,obamacare, ... which is Obamacare.
586,moderator,,misc,"But go ahead, briefly."
587,clinton,,trade," Well, first, let me say, number one, when I saw the final agreement for TPP, I said I was against it."
588,clinton,,trade,It didn't meet my test.
589,clinton,,misc,I've had the same test.
590,clinton,,"jobs, economy","Does it create jobs, raise incomes, and further our national security?"
591,clinton,,misc,I'm against it now.
592,clinton,,election,I'll be against it after the election.
593,clinton,,future,I'll be against it when I'm president.
594,clinton,,"jobs, trump","There's only one of us on this stage who's actually shipped jobs to Mexico, because that's Donald."
595,clinton,,jobs,"He's shipped jobs to 12 countries, including Mexico."
596,clinton,,china,But he mentioned China.
597,clinton,,"china, steel","And, you know, one of the biggest problems we have with China is the illegal dumping of steel and aluminum into our markets."
598,clinton,,steel,I have fought against that as a senator.
599,clinton,,steel,I've stood up against it as secretary of state.
600,clinton,,"china, steel",Donald has bought Chinese steel and aluminum.
601,clinton,,steel,"In fact, the Trump Hotel right here in Las Vegas was made with Chinese steel."
602,clinton,,"jobs, china, steel","So he goes around with crocodile tears about how terrible it is, but he has given jobs to Chinese steelworkers, not American steelworkers."
603,moderator,,trump, Mr. Trump?
604,clinton,,economy, That's the kind of approach that is just not going to work.
605,clinton,,america, We're going to pull the country together.
606,clinton,,trade,We're going to have trade agreements that we enforce.
607,clinton,,trade,That's why I'm going to have a trade prosecutor for the first time in history.
608,clinton,,trade,"And we're going to enforce those agreements, and we're going to look for businesses to help us by buying American products."
609,trump,,h-clinton, Secretary Clinton?
610,moderator,,trump,"Go ahead, Mr. Trump."
611,trump,,question, Let me ask a simple question.
612,trump,,"h-clinton, past",She's been doing this for 30 years.
613,trump,,past,"Why the hell didn't you do it over the last 15, 20 years?"
614,trump,,misc,Trump and Clinton's Last Debate: Analysis Here's how we analyzed in real time the last presidential debate between Hillary Clinton and Donald J.
615,trump,,misc,"19, 2016 CLINTON: No, I voted."
616,trump,,trade, You were very much involved excuse me.
617,trump,,america,You were very much involved in every aspect of this country.
618,trump,,h-clinton,And you do have experience.
619,trump,,h-clinton,"I say the one thing you have over me is experience, but it's bad experience, because what you've done has turned out badly."
620,trump,,steel,"For 30 years, you've been in a position to help, and if you say that I use steel or I use something else, I make it impossible for me to do that."
621,trump,,misc,I wouldn't mind.
622,trump,,h-clinton,"The problem is, you talk, but you don't get anything done, Hillary."
623,trump,,deficit,"Just like when you ran the State Department, $6 billion was missing."
624,trump,,deficit,How do you miss $6 billion?
625,trump,,deficit,"You ran the State Department, $6 billion was either stolen."
626,trump,,deficit,They don't know.
627,trump,,deficit,"It's gone, $6 billion."
628,trump,,"election, america","If you become president, this country is going to be in some mess."
629,clinton,,deficit," Well, first of all, what he just said about the State Department is not only untrue, it's been debunked numerous times."
630,clinton,,deficit, But I think it's really an important issue.
631,clinton,,"trump, past","He raised the 30 years of experience, so let me just talk briefly about that."
632,clinton,,"past, children","You know, back in the 1970s, I worked for the Children's Defense Fund."
633,clinton,,"racism, education, past",And I was taking on discrimination against African-American kids in schools.
634,clinton,,"trump, racism, past",He was getting sued by the Justice Department for racial discrimination in his apartment buildings.
635,clinton,,"education, past","In the 1980s, I was working to reform the schools in Arkansas."
636,clinton,,"trump, deficit, past",He was borrowing $14 million from his father to start his businesses.
637,clinton,,"china, women, past","In the 1990s, I went to Beijing and I said women's rights are human rights."
638,clinton,,"trump, , past","He insulted a former Miss Universe, Alicia Machado, called her an eating machine."
639,trump,,misc, Give me a break.
640,clinton,,"justice, terrorism","And on the day when I was in the Situation Room, monitoring the raid that brought  Osama bin Laden to justice, he was hosting the Celebrity Apprentice."
641,clinton,,"america, education","So I'm happy to compare my 30 years of experience, what I've done for this country, trying to help in every way I could, especially kids and families get ahead and stay ahead, with your 30 years, and I'll let the American people make that decision."
642,trump,,past,"Well, I think I did a much better job."
643,trump,,economy,"I built a massive company, a great company, some of the greatest assets anywhere in the world, worth many, many billions of dollars."
644,trump,,deficit,I started with a $1 million loan.
645,trump,,misc,I agree with that.
646,trump,,deficit,It's a $1 million loan.
647,trump,,economy,But I built a phenomenal company.
648,trump,,america,"And if we could run our country the way I've run my company, we would have a country that you would be so proud of."
649,trump,,america,You would even be proud of it.
650,trump,,h-clinton,"And frankly, when you look at her real record, take a look at Syria."
651,trump,,immigration,Take a look at the migration.
652,trump,,iraq,Take a look at Iraq.
653,trump,,"isis, obama, iraq","She gave us ISIS, because her and Obama created this huge vacuum, and a small group came out of that huge vacuum because when we should never have been in Iraq, but once we were there, we should have never got out the way they wanted to get out."
654,trump,,isis,She gave us ISIS as sure as you are sitting there.
655,trump,,isis,And what happened is now ISIS is in 32 countries.
656,trump,,"isis, h-clinton",And now I listen how she's going to get rid of ISIS.
657,trump,,h-clinton,She's going to get rid of nobody.
658,moderator,,election,"We are going to get to foreign hot spots in a few moments, but the next segment is fitness to be president of the United States."
659,moderator,,"question, trump, women","Mr. Trump, at the last debate, you said your talk about grabbing women was just that, talk, and that you'd never actually done it."
660,moderator,,"question, women","And since then, as we all know, nine women have come forward and have said that you either groped them or kissed them without their consent."
661,moderator,,"question, women","Why would so many different women from so many different circumstances over so many different years, why would they all in this last couple of weeks make up you deny this why would they all make up these stories?"
662,moderator,,"question, h-clinton","Since this is a question for both of you, Secretary Clinton, Mr. Trump says what your husband did and that you defended was even worse."
663,moderator,,trump,"Mr. Trump, you go first."
664,trump,,past," Well, first of all, those stories have been largely debunked."
665,trump,,past,Those people I don't know those people.
666,trump,,election,Just like if you look at what came out today on the clips where I was wondering what happened with my rally in Chicago and other rallies where we had such violence?
667,trump,,"h-clinton, obama",She's the one and Obama that caused the violence.
668,trump,,crime,"They hired people they paid them $1,500, and they're on tape saying be violent, cause fights, do bad things."
669,trump,,crime,"I would say the only way because those stories are all totally false, I have to say that."
670,trump,,trump,"And I didn't even apologize to my wife, who's sitting right here, because I didn't do anything."
671,trump,,women,I didn't know any of these I didn't see these women.
672,trump,,women,"These women the woman on the plane, the I think they want either fame or her campaign did it."
673,trump,,h-clinton,And I think it's her campaign.
674,trump,,crime,"Because what I saw what they did, which is a criminal act, by the way, where they're telling people to go out and start fist-fights and start violence."
675,trump,,crime,"And I'll tell you what, in particular in Chicago, people were hurt and people could have been killed in that riot."
676,trump,,h-clinton,"And that was now all on tape, started by her."
677,trump,,misc,"I believe, Chris, that she got these people to step forward."
678,trump,,misc,"If it wasn't, they get their 10 minutes of fame."
679,trump,,misc,But they were all totally it was all fiction.
680,trump,,misc,"It was lies, and it was fiction."
681,moderator,,"question, h-clinton", Secretary Clinton?
682,clinton,,"trump, women"," At the last debate, we heard Donald talking about what he did to women."
683,clinton,,women,"And after that, a number of women have come forward saying that's exactly what he did to them."
684,clinton,,trump,"Now, what was his response?"
685,clinton,,women,"Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted."
686,clinton,,trump," In fact, he went on to say..."
687,moderator,,misc," Her two minutes sir, her two minutes."
688,moderator,,misc,Her two minutes.
689,moderator,,misc, It's her two minutes.
690,clinton,,misc,I don't think so.
691,clinton,,women,"About another woman, he said, that wouldn't be my first choice."
692,clinton,,"women, election","He attacked the woman reporter writing the story, called her disgusting, as he has called a number of women during this campaign."
693,clinton,,"trump, women",Donald thinks belittling women makes him bigger.
694,clinton,,"women, trump","He goes after their dignity, their self-worth, and I don't think there is a woman anywhere who doesn't know what that feels like."
695,clinton,,"trump, women",So we now know what Donald thinks and what he says and how he acts toward women.
696,clinton,,trump,That's who Donald is.
697,clinton,,america,"I think it's really up to all of us to demonstrate who we are and who our country is, and to stand up and be very clear about what we expect from our next president, how we want to bring our country together, where we don't want to have the kind of pitting of people one against the other, where instead we celebrate our diversity, we lift people up, and we make our country even greater."
698,clinton,,america,"America is great, because America is good."
699,clinton,,"future, children","And it really is up to all of us to make that true, now and in the future, and particularly for our children and our grandchildren."
700,moderator,,trump, Mr. Trump...
701,trump,,women, Nobody has more respect for women than I do.
702,trump,,misc,(LAUGHTER)  Nobody has more respect...
703,trump,,women," And frankly, those stories have been largely debunked."
704,trump,,misc,And I really want to just talk about something slightly different.
705,trump,,h-clinton,"She mentions this, which is all fiction, all fictionalized, probably or possibly started by her and her very sleazy campaign."
706,trump,,"h-clinton, crime","But I will tell you what isn't fictionalized are her e-mails, where she destroyed 33,000 e-mails criminally, criminally, after getting a subpoena from the United States Congress."
707,trump,,security,"What happened to the FBI, I don't know."
708,trump,,crime,"We have a great general, four-star general, today you read it in all of the papers, going to potentially serve five years in jail for lying to the FBI."
709,trump,,crime,"She's lied hundreds of times to the people, to Congress, and to the FBI."
710,trump,,crime,He's going to probably go to jail.
711,trump,,misc,This is a four-star general.
712,trump,,"h-clinton, election","And she gets away with it, and she can run for the presidency of the United States?"
713,trump,,h-clinton,"That's really what you should be talking about, not fiction, where somebody wants fame or where they come out of her crooked campaign."
714,moderator,,h-clinton, Secretary Clinton?
715,clinton,,trump," Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility."
716,clinton,,women,And it's not just about women.
717,clinton,,trump,He never apologizes or says he's sorry for anything.
718,clinton,,"trump, women",So we know what he has said and what he's done to women.
719,clinton,,"trump, ableism","But he also went after a disabled reporter, mocked and mimicked him on national television."
720,clinton,,"trump, religion"," He went after Mr. and Mrs. Khan, the parents of a young man who died serving our country, a Gold Star family, because of their religion."
721,clinton,,trump,"He went after John McCain, a prisoner of war, said he prefers people who aren't captured."
722,clinton,,"trump, racism","He went after a federal judge, born in Indiana, but who Donald said couldn't be trusted to try the fraud and racketeering case against Trump University because his parents were Mexican."
723,clinton,,misc,So it's not one thing.
724,clinton,,"trump, america","This is a pattern, a pattern of divisiveness, of a very dark and in many ways dangerous vision of our country, where he incites violence, where he applauds people who are pushing and pulling and punching at his rallies."
725,clinton,,america,That is not who America is.
726,clinton,,election,"And I hope that as we move in the last weeks of this campaign, more and more people will understand what's at stake in this election."
727,clinton,,america,It really does come down to what kind of country we are going to have.
728,trump,,"h-clinton, crime"," So sad when she talks about violence at my rallies, and she caused the violence."
729,trump,,misc,It's on tape.
730,trump,,isis," The other things are false, but honestly, I'd love to talk about getting rid of ISIS, and I'd love to talk about other things..."
731,trump,,misc," ... but those other charges, as she knows, are false."
732,moderator,,"question, election","In this bucket about fitness to be president, there's been a lot of developments over the last 10 days since the last debate."
733,moderator,,question,I'd like to ask you about them.
734,moderator,,"question, america",These are questions that the American people have.
735,moderator,,"question, h-clinton","Secretary Clinton, during your 2009 Senate confirmation hearing, you promised to avoid even the appearance of a conflict of interest with your dealing with the Clinton Foundation while you were secretary of state, but e-mails show that donors got special access to you."
736,moderator,,"question, h-clinton","Those seeking grants for Haiti relief were considered separately from non-donors, and some of those donors got contracts, government contracts, taxpayer money."
737,moderator,,"question, h-clinton",Can you really say that you kept your pledge to that Senate committee?
738,moderator,,"question, trump","And why isn't what happened and what went on between you and the Clinton Foundation, why isn't it what Mr. Trump calls pay to play?"
739,clinton,,america," Well, everything I did as secretary of state was in furtherance of our country's interests and our values."
740,clinton,,misc,The State Department has said that.
741,clinton,,misc,I think that's been proven.
742,clinton,,h-clinton,"But I am happy, in fact I'm thrilled to talk about the Clinton Foundation, because it is a world-renowned charity and I am so proud of the work that it does."
743,clinton,,misc,"You know, I could talk for the rest of the debate I know I don't have the time to do that."
744,clinton,,healthcare,"But just briefly, the Clinton Foundation made it possible for 11 million people around the world with HIV-AIDS to afford treatment, and that's about half all the people in the world who are getting treatment."
745,clinton,,healthcare,In partnership with the American Health Association...
746,moderator,,h-clinton, Secretary Clinton...
747,clinton,,"children, education"," ... we have made environments in schools healthier for kids, including healthier lunches..."
748,moderator,,h-clinton," Secretary Clinton, respectfully, this is this is an open discussion."
749,clinton,,misc,"Well, it is an open discussion."
750,moderator,,question, And the specific question went to pay for play.
751,moderator,,misc,Do you want to talk about that?
752,clinton,,misc," Well, but there is no but there is no evidence but there is..."
753,trump,,trump,(CROSSTALK)  TRUMP: I think that it's been very well...
754,moderator,,trump, Let's ask Mr. Trump.
755,clinton,,misc, There is a lot of evidence about the very good work...
756,trump,,misc, It's been very well studied.
757,clinton,,misc, ... and the high rankings...
758,moderator,,trump,(CROSSTALK)  WALLACE: Please let me Mr. Trump speak.
759,trump,,crime," ... and it's a criminal enterprise, and so many people know it."
760,moderator,,trump, Please let Mr. Trump speak.
761,trump,,crime,(CROSSTALK)  TRUMP: It's a criminal enterprise.
762,trump,,trade,"Saudi Arabia giving $25 million, Qatar, all of these countries."
763,trump,,women,You talk about women and women's rights?
764,trump,,equality,So these are people that push gays off business off buildings.
765,trump,,women,These are people that kill women and treat women horribly.
766,trump,,women,And yet you take their money.
767,trump,,equality,"So I'd like to ask you right now, why don't you give back the money that you've taken from certain countries that treat certain groups of people so horribly?"
768,trump,,misc,Why don't you give back the money?
769,trump,,misc,I think it would be a great gesture.
770,trump,,h-clinton,Because she takes a tremendous amount of money.
771,trump,,misc,And you take a look at the people of Haiti.
772,trump,,misc,I was at a little Haiti the other day in Florida.
773,trump,,h-clinton,"And I want to tell you, they hate the Clintons, because what's happened in Haiti with the Clinton Foundation is a disgrace."
774,moderator,,h-clinton, Secretary Clinton?
775,clinton,,"h-clinton, america","Well, very quickly, we at the Clinton Foundation spend 90 percent 90 percent of all the money that is donated on behalf of programs of people around the world and in our own country."
776,clinton,,misc,I'm very proud of that.
777,clinton,,misc,We have the highest rating from the watchdogs that follow foundations.
778,clinton,,trump,"And I'd be happy to compare what we do with the Trump Foundation, which took money from other people and bought a six- foot portrait of Donald."
779,clinton,,misc,It just was astonishing.
780,clinton,,misc,"But when it comes to Haiti, Haiti is the poorest country in our hemisphere."
781,clinton,,misc,"The earthquake and the hurricanes, it has devastated Haiti."
782,clinton,,b-clinton,Bill and I have been involved in trying to help Haiti for many years.
783,clinton,,misc,The Clinton Foundation raised $30 million to help Haiti after the catastrophic earthquake and all of the terrible problems the people there had.
784,clinton,,economy,"We have done things to help small businesses, agriculture, and so much else."
785,clinton,,economy,And we're going to keep working to help Haiti...
786,clinton,,misc, ... because it's an important part of the American experience.
787,trump,,misc, They don't want you to help them anymore.
788,trump,,misc,(CROSSTALK)  TRUMP: I'd like to mention one thing.
789,trump,,trump,"Trump Foundation, small foundation."
790,trump,,misc,"People contribute, I contribute."
791,trump,,military,"The money goes 100 percent 100 percent goes to different charities, including a lot of military."
792,trump,,trump,I don't get anything.
793,trump,,trump,I don't buy boats.
794,trump,,trump,I don't buy planes.
795,trump,,misc,What happens the money goes to them.
796,moderator,,trump," Wasn't some of the money used to settle your lawsuits, sir?"
797,trump,,america," No, it was we put up the American flag."
798,trump,,misc,And that's it.
799,trump,,america,They put up the American flag.
800,trump,,america,We fought for the right in Palm Beach to put up the American flag.
801,moderator,,misc,"But there was a penalty that was imposed by Palm Beach County, and the money came from your foundation..."
