index,speaker_name,speaker,topic,text
225,RUBIO,RUBIO,uncategorized,"And so these are important issues, and we should address it. It’s a serious problem that needs to be addressed, and otherwise we’re going to keep talking about this for the next 30 years, like we have for the last 30 years."
226,WALLACE,WALLACE,uncategorized,Governor Walker.
227,WALLACE,WALLACE,uncategorized,(APPLAUSE)
228,WALLACE,WALLACE,uncategorized,"Governor Walker, from 2002 until as recently as 2013, just two years ago, you supported comprehensive immigration reform, including a path to citizenship. Now you say that was a quick reaction to something you hadn’t really thought about, and that you’ve changed your mind. Other than politics, could you explain why in the last two years you’ve changed your position on a path to citizenship, and are there other past positions that we shouldn’t hold you to?"
229,WALKER,WALKER,uncategorized,"Chris, I actually said that on your show earlier this year."
230,WALKER,WALKER,uncategorized,(CROSSTALK)
231,WALKER,WALKER,uncategorized,I acknowledged that. I said I actually listened to the American people. And I think people across America want a leader who’s actually going to listen to them.
232,WALKER,WALKER,uncategorized,"I talked to border state governors and other elected officials. I look at how this president, particularly through last November, messed up the immigration system in this country. Most importantly, I listened to the people of America."
233,WALKER,WALKER,uncategorized,"I believe we need to secure the border. I’ve been to the border with Governor Abbott in Texas and others, seeing the problems that they have there. There is international criminal organizations penetrating our southern based borders, and we need to do something about it. Secure the border, enforce the law, no amnesty, and go forward with the legal immigration system that gives priority to American working families and wages."
234,(APPLAUSE) WALLACE,(APPLAUSE) WALLACE,uncategorized,"Senator Cruz, some 1,400 people submitted questions on this very hot topic of illegal immigration on Facebook, and a number of them were about the murder of Kate Steinle in San Francisco, allegedly shot down by an illegal. Doug Bettencourt sent this question, “will you support Kate Steinle’s Law,” which would impose a mandatory five-year prison term for an illegal who is deported and then returns to this country? “And will you defund sanctuary cities for violating federal law?”"
235,CRUZ,CRUZ,uncategorized,"Chris, absolutely yes. And not only will I support it–"
236,CRUZ,CRUZ,uncategorized,(APPLAUSE)
237,CRUZ,CRUZ,uncategorized,"— I have authored Kate’s law in the United States Senate and filed that legislation. I tried to get the Senate to vote to pass Kate’s law on the floor of the Senate just one week ago, and the leader of our own party blocked a vote on Kate’s law."
238,CRUZ,CRUZ,uncategorized,"You know, there was reference made to our leaders being stupid. It’s not a question of stupidity. It’s that they don’t want to enforce the immigration laws. That there are far too many in the Washington cartel that support amnesty."
239,CRUZ,CRUZ,uncategorized,"President Obama has talked about fundamentally transforming this country. There’s 7 billion people across the face of the globe, many of whom want to come to this country. If they come legally, great. But if they come illegally and they get amnesty, that is how we fundamentally change this country, and it really is striking."
240,CRUZ,CRUZ,uncategorized,"A majority of the candidates on this stage have supported amnesty. I have never supported amnesty, and I led the fight against Chuck Schumer’s gang of eight amnesty legislation in the Senate."
241,KELLY,KELLY,uncategorized,"Alright, gentlemen, we’re gonna switch topics now and talk a bit about terror and national security."
242,KELLY,KELLY,uncategorized,"Governor Christie. You’ve said that Senator Paul’s opposition to the NSA’s collection of phone records has made the United States weaker and more vulnerable, even going so far as to say that he should be called before Congress to answer for it if we should be hit by another terrorist attack."
243,KELLY,KELLY,uncategorized,Do you really believe you can assign blame to Senator Paul just for opposing he bulk collection of people’s phone records in the event of a terrorist attack?
244,CHRISTIE,CHRISTIE,uncategorized,"Yes, I do. And I’ll tell you why because I’m the only person on this stage who’s actually filed applications under the Patriot Act, who has gone before the federal — the Foreign Intelligence Service court, who has prosecuted and investigated and jailed terrorists in this country after September 11th."
245,CHRISTIE,CHRISTIE,uncategorized,"I was appointed U.S. attorney by President Bush on September 10th, 2001, and the world changed enormously the next day, and that happened in my state."
246,CHRISTIE,CHRISTIE,uncategorized,"This is not theoretical to me. I went to the funerals. We lost friends of ours in the Trade Center that day. My own wife was two blocks from the Trade Center that day, at her office, having gone through it that morning."
247,CHRISTIE,CHRISTIE,uncategorized,"When you actually have to be responsible for doing this, you can do it, and we did it, for seven years in my office, respecting civil liberties and protecting the homeland."
248,CHRISTIE,CHRISTIE,uncategorized,"And I will make no apologies, ever, for protecting the lives and the safety of the American people. We have to give more tools to our folks to be able to do that, not fewer, and then trust those people and oversee them to do it the right way. As president, that is exactly what I’ll do."
249,PAUL,PAUL,uncategorized,"Megyn, may I respond?"
250,PAUL,PAUL,uncategorized,(APPLAUSE)
251,PAUL,PAUL,uncategorized,May I respond?
252,KELLY,KELLY,uncategorized,"Go ahead, sir."
253,PAUL,PAUL,uncategorized,"I want to collect more records from terrorists, but less records from innocent Americans. The Fourth Amendment was what we fought the Revolution over! John Adams said it was the spark that led to our war for independence, and I’m proud of standing for the Bill of Rights, and I will continue to stand for the Bill of Rights."
254,PAUL,PAUL,uncategorized,(APPLAUSE)
255,CHRISTIE,CHRISTIE,uncategorized,"And — and, Megyn? Megyn, that’s a — that, you know, that’s a completely ridiculous answer. “I want to collect more records from terrorists, but less records from other people.” How are you supposed to know, Megyn?"
256,PAUL,PAUL,uncategorized,Use the Fourth Amendment!
257,CHRISTIE,CHRISTIE,uncategorized,What are you supposed to…
258,PAUL,PAUL,uncategorized,Use the Fourth Amendment!
259,CHRISTIE,CHRISTIE,uncategorized,"…how are you supposed to — no, I’ll tell you how you, look…"
260,PAUL,PAUL,uncategorized,Get a warrant!
261,CHRISTIE,CHRISTIE,uncategorized,"Let me tell you something, you go…"
262,PAUL,PAUL,uncategorized,Get a judge to sign the warrant!
263,CHRISTIE,CHRISTIE,uncategorized,"When you — you know, senator…"
264,CHRISTIE,CHRISTIE,uncategorized,(CROSSTALK)
265,KELLY,KELLY,uncategorized,"Governor Christie, make your point."
266,CHRISTIE,CHRISTIE,uncategorized,"Listen, senator, you know, when you’re sitting in a subcommittee, just blowing hot air about this, you can say things like that."
267,CHRISTIE,CHRISTIE,uncategorized,(APPLAUSE)
268,CHRISTIE,CHRISTIE,uncategorized,"When you’re responsible for protecting the lives of the American people, then what you need to do is to make sure…"
269,PAUL,PAUL,uncategorized,"See, here’s the problem."
270,CHRISTIE,CHRISTIE,uncategorized,…is to make sure that you use the system (ph) the way it’s supposed to work.
271,PAUL,PAUL,uncategorized,"Here’s the problem, governor. Here’s the problem, governor. You fundamentally misunderstand the Bill of Rights."
272,PAUL,PAUL,uncategorized,"Every time you did a case, you got a warrant from a judge. I’m talking about searches without warrants…"
273,CHRISTIE,CHRISTIE,uncategorized,There is no…
274,PAUL,PAUL,uncategorized,"…indiscriminately, of all Americans’ records, and that’s what I fought to end."
275,PAUL,PAUL,uncategorized,"I don’t trust President Obama with our records. I know you gave him a big hug, and if you want to give him a big hug again, go right ahead."
276,PAUL,PAUL,uncategorized,(APPLAUSE)
277,KELLY,KELLY,uncategorized,"Go ahead, governor."
278,CHRISTIE,CHRISTIE,uncategorized,"And you know — you know, Senator Paul? Senator Paul, you know, the hugs that I remember are the hugs that I gave to the families who lost their people on September 11th."
279,CHRISTIE,CHRISTIE,uncategorized,"Those are the hugs I remember, and those had nothing to do — and those had nothing to do with politics, unlike what you’re doing by cutting speeches on the floor of the Senate, then putting them on the Internet within half an hour to raise money for your campaign…"
280,KELLY,KELLY,uncategorized,Alright.
281,CHRISTIE,CHRISTIE,uncategorized,…and while still putting our country at risk.
282,CHRISTIE,CHRISTIE,uncategorized,(CROSSTALK)
283,KELLY,KELLY,uncategorized,"Alright, we’ve gotta cut it off there."
284,KELLY,KELLY,uncategorized,"We have plenty more we want to get to. That was an interesting exchange, thank you for that."
285,CHRISTIE,CHRISTIE,uncategorized,"You know what, Megyn, can I…"
286,KELLY,KELLY,uncategorized,"Well, I want to move on, because I have — we’re gonna get to you, governor, but I — I really wanna get to a Facebook questioner. His name is Alex Chalgren, and he has the following question"
287,KELLY,KELLY,uncategorized,(BEGIN VIDEO CLIP)
288,QUESTION,QUESTION,uncategorized,"My question is, how would the candidates stop the treacherous actions of ISIS — ISIL and its growing influence in the U.S., if they were to become president?"
289,(END VIDEO CLIP) KELLY,(END VIDEO CLIP) KELLY,uncategorized,"Senator Cruz, I wanna talk to you about this, because many of the Facebook users and — and — the — the folks on Facebook wanted the candidates to speak to ISIS tonight."
290,(END VIDEO CLIP) KELLY,(END VIDEO CLIP) KELLY,uncategorized,You asked the chairman of the joint chiefs a question: “What would it take to destroy ISIS in 90 days?” He told you “IISIS will only be truly destroyed once they are rejected by the populations in which they hide.” And then you accused him of pushing Medicaid for the Iraqis.
291,(END VIDEO CLIP) KELLY,(END VIDEO CLIP) KELLY,uncategorized,How would you destroy ISIS in 90 days?
292,CRUZ,CRUZ,uncategorized,"Megyn, we need a commander in chief that speaks the truth. We will not defeat radical Islamic terrorism so long as we have a president unwilling to utter the words, “radical Islamic terrorism”."
293,CRUZ,CRUZ,uncategorized,(APPLAUSE)
294,CRUZ,CRUZ,uncategorized,"When I asked General Dempsey, the chairman of the joint chiefs, what would be required militarily to destroy ISIS, he said there is no military solution. We need to change the conditions on the ground so that young men are not in poverty and susceptible to radicalization. That, with all due respect, is nonsense."
295,CRUZ,CRUZ,uncategorized,"It’s the same answer the State Department gave that we need to give them jobs. What we need is a commander in chief that makes — clear, if you join ISIS, if you wage jihad on America, then you are signing your death warrant."
296,KELLY,KELLY,uncategorized,You don’t see it as…
297,KELLY,KELLY,uncategorized,(APPLAUSE)
298,KELLY,KELLY,uncategorized,…an ideological problem — an ideological problem in addition to a military one?
299,KELLY,KELLY,uncategorized,(APPLAUSE)
300,CRUZ,CRUZ,uncategorized,"Megyn, of course it’s an ideological problem, that’s one of the reasons I introduce the Expatriate Terrorist Act in the Senate that said if any American travels to the Middle East and joining ISIS, that he or she forfeits their citizenship so they don’t use a passport to come back and wage jihad on Americans."
301,CRUZ,CRUZ,uncategorized,(APPLAUSE)
302,CRUZ,CRUZ,uncategorized,"Yes, it is ideological, and let me contrast President Obama, who at the prayer breakfast, essentially acted as an apologist. He said, “Well, gosh, the crusades, the inquisitions–”"
303,CRUZ,CRUZ,uncategorized,"We need a president that shows the courage that Egypt’s President al-Sisi, a Muslim, when he called out the radical Islamic terrorists who are threatening the world."
304,CRUZ,CRUZ,uncategorized,(APPLAUSE)
305,KELLY,KELLY,uncategorized,"Governor Bush, for days on end in this campaign, you struggled to answer a question about whether knowing what we know now…"
306,BUSH,BUSH,uncategorized,…I remember…
307,KELLY,KELLY,uncategorized,…we would’ve invaded Iraq…
308,BUSH,BUSH,uncategorized,"…I remember, Megyn."
309,BUSH,BUSH,uncategorized,(LAUGHTER)
310,KELLY,KELLY,uncategorized,"I remember it too, and ISIS, of course, is now thriving there."
311,KELLY,KELLY,uncategorized,"You finally said, “No.”"
312,KELLY,KELLY,uncategorized,"To the families of those who died in that war who say they liberated and deposed a ruthless dictator, how do you look at them now and say that your brothers war was a mistake?"
313,BUSH,BUSH,uncategorized,"Knowing what we know now, with faulty intelligence, and not having security be the first priority when — when we invaded, it was a mistake. I wouldn’t have gone in, however, for the people that did lose their lives, and the families that suffer because of it — I know this full well because as governor of the state of Florida, I called every one of them. Every one of them that I could find to tell them that I was praying for them, that I cared about them, and it was really hard to do."
314,BUSH,BUSH,uncategorized,"And, every one of them said that their child did not die in vain, or their wife, of their husband did not die in vain."
315,BUSH,BUSH,uncategorized,"So, why it was difficult for me to do it was based on that. Here’s the lesson that we should take from this, which relates to this whole subject, Barack Obama became president, and he abandoned Iraq. He left, and when he left Al Qaida was done for. ISIS was created because of the void that we left, and that void now exists as a caliphate the size of Indiana."
316,BUSH,BUSH,uncategorized,"To honor the people that died, we need to — we need to — stop the — Iran agreement, for sure, because the Iranian mullahs have their blood on their hands, and we need to take out ISIS with every tool at our disposal."
317,BUSH,BUSH,uncategorized,(APPLAUSE)
318,KELLY,KELLY,uncategorized,"Governor Walker, in February you said that we needed to gain partners in the Arab world. Which Arab country not already in the U.S. led coalition has potential to be our greatest partner?"
319,WALKER,WALKER,uncategorized,"What about then (ph), we need to focus on the ones we have. You look at Egypt, probably the best relationship we’ve had in Israel, at least in my lifetime, incredibly important."
320,WALKER,WALKER,uncategorized,"You look at the Saudis — in fact, earlier this year, I met with Saudi leaders, and leaders from the United Arab Emirates, and I asked them what’s the greatest challenge in the world today? Set aside the Iran deal. They said it’s the disengagement of America. We are leading from behind under the Obama-Clinton doctrine — America’s a great country. We need to stand up and start leading again, and we need to have allies, not just in Israel, but throughout the Persian Gulf."
321,KELLY,KELLY,uncategorized,"Dr. Carson, in one of his first acts as commander in chief, President Obama signed an executive order banning enhanced interrogation techniques in fighting terror. As president, would you bring back water boarding?"
322,CARSON,CARSON,uncategorized,"Well, thank you, Megyn, I wasn’t sure I was going to get to talk again."
323,CARSON,CARSON,uncategorized,(APPLAUSE)
324,KELLY,KELLY,uncategorized,"We have a lot for you, don’t worry."
325,KELLY,KELLY,uncategorized,(LAUGHTER)
326,KELLY,KELLY,uncategorized,(APPLAUSE)
327,KELLY,KELLY,uncategorized,"Fear not, you may rue that request."
328,CARSON,CARSON,uncategorized,"Alright. You know, what we do in order to get the information that we need is our business, and I wouldn’t necessarily be broadcasting what we’re going to do."
329,CARSON,CARSON,uncategorized,(APPLAUSE)
330,CARSON,CARSON,uncategorized,We’ve gotten into this — this mindset of fighting politically correct wars. There is no such thing as a politically correct war.
331,CARSON,CARSON,uncategorized,(APPLAUSE)
332,CARSON,CARSON,uncategorized,"The left, of course, will say Carson doesn’t believe in the Geneva Convention, Carson doesn’t believe in fighting stupid wars. And — and what we have to remember is we want to utilize the tremendous intellect that we have in the military to win wars."
333,CARSON,CARSON,uncategorized,"And I’ve talked to a lot of the generals, a lot of our advanced people. And believe me, if we gave them the mission, which is what the commander-in-chief does, they would be able to carry it out."
334,CARSON,CARSON,uncategorized,"And if we don’t tie their hands behind their back, they will do it…"
335,CARSON,CARSON,uncategorized,(BUZZER NOISE)
336,CARSON,CARSON,uncategorized,— extremely effectively.
337,CARSON,CARSON,uncategorized,(APPLAUSE)
338,BAIER,BAIER,uncategorized,"Gentlemen, the next series of questions deals with ObamaCare and the role of the federal government."
339,BAIER,BAIER,uncategorized,"Mr. Trump, ObamaCare is one of the things you call a disaster."
340,TRUMP,TRUMP,uncategorized,"A complete disaster, yes."
341,BAIER,BAIER,uncategorized,Saying it needs to be repealed and replaced.
342,TRUMP,TRUMP,uncategorized,Correct.
343,BAIER,BAIER,uncategorized,"Now, 15 years ago, uncalled yourself a liberal on health care. You were for a single-payer system, a Canadian-style system."
344,BAIER,BAIER,uncategorized,Why were you for that then and why aren’t you for it now?
345,TRUMP,TRUMP,uncategorized,"First of all, I’d like to just go back to one. In July of 2004, I came out strongly against the war with Iraq, because it was going to destabilize the Middle East. And I’m the only one on this stage that knew that and had the vision to say it. And that’s exactly what happened."
346,BAIER,BAIER,uncategorized,But on ObamaCare…
347,TRUMP,TRUMP,uncategorized,And the Middle East became totally destabilized. So I just want to say.
348,TRUMP,TRUMP,uncategorized,"As far as single payer, it works in Canada. It works incredibly well in Scotland. It could have worked in a different age, which is the age you’re talking about here."
349,TRUMP,TRUMP,uncategorized,"What I’d like to see is a private system without the artificial lines around every state. I have a big company with thousands and thousands of employees. And if I’m negotiating in New York or in New Jersey or in California, I have like one bidder. Nobody can bid."
350,TRUMP,TRUMP,uncategorized,You know why?
351,TRUMP,TRUMP,uncategorized,"Because the insurance companies are making a fortune because they have control of the politicians, of course, with the exception of the politicians on this stage."
352,TRUMP,TRUMP,uncategorized,But they have total control of the politicians. They’re making a fortune.
353,TRUMP,TRUMP,uncategorized,Get rid of the artificial lines and you will have…
354,TRUMP,TRUMP,uncategorized,(BUZZER NOISE)
355,TRUMP,TRUMP,uncategorized,— yourself great plans. And then we have to take care of the people that can’t take care of themselves. And I will do that through a different system.
356,TRUMP,TRUMP,uncategorized,(CROSSTALK)
357,BAIER,BAIER,uncategorized,"Mr. Trump, hold up one second."
358,PAUL,PAUL,uncategorized,I’ve got a news flash…
359,BAIER,BAIER,uncategorized,"All right, now, hold on, Senator Paul…"
360,PAUL,PAUL,uncategorized,"News flash, the Republican Party’s been fighting against a single-payer system…"
361,BAIER,BAIER,uncategorized,OK.
362,PAUL,PAUL,uncategorized,— for a decade. So I think you’re on the wrong side of this if you’re still arguing for a single-payer system.
363,TRUMP,TRUMP,uncategorized,I’m not — I’m not are — I don’t think you heard me. You’re having a hard time tonight.
364,BAIER,BAIER,uncategorized,"All right, let me…"
365,BAIER,BAIER,uncategorized,(APPLAUSE)
366,BAIER,BAIER,uncategorized,"Mr. Trump, it’s not just your past support for single- payer health care. You’ve also supported a host of other liberal policies. Use — you’ve also donated to several Democratic candidates, Hillary Clinton included, Nancy Pelosi."
367,BAIER,BAIER,uncategorized,You explained away those donations saying you did that to get business-related favors.
368,BAIER,BAIER,uncategorized,"And you said recently, quote, “When you give, they do whatever the hell you want them to do.”"
369,TRUMP,TRUMP,uncategorized,You’d better believe it.
370,BAIER,BAIER,uncategorized,So what specifically did…
371,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,That’s true.
372,BAIER,BAIER,uncategorized,— they do?
373,TRUMP,TRUMP,uncategorized,"If I ask them, if I need them, you know, most of the people on this stage I’ve given to, just so you understand, a lot of money."
374,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,Not me.
375,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,Not me.
376,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,(LAUGHTER)
377,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,But you’re welcome to give me (INAUDIBLE) Donald if you’d like.
378,TRUMP,TRUMP,uncategorized,Many of them.
379,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,"Actually, to be clear…"
380,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,(CROSSTALK)
381,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,— he supported Charlie Crist.
382,TRUMP,TRUMP,uncategorized,Not much.
383,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,"Hey, Charlie…"
384,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,(CROSSTALK)
385,TRUMP,TRUMP,uncategorized,But I…
386,TRUMP,TRUMP,uncategorized,(CROSSTALK)
387,TRUMP,TRUMP,uncategorized,"— Donald, if you…"
388,(CROSSTALK) TRUMP,(CROSSTALK) TRUMP,uncategorized,I have good…
389,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,"— this campaign, I hope you will give to me."
390,TRUMP,TRUMP,uncategorized,Good.
391,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,OK.
392,TRUMP,TRUMP,uncategorized,"Sounds good. Sounds good to me, Governor."
393,TRUMP,TRUMP,uncategorized,"I will tell you that our system is broken. I gave to many people, before this, before two months ago, I was a businessman. I give to everybody. When they call, I give."
394,TRUMP,TRUMP,uncategorized,And do you know what?
395,TRUMP,TRUMP,uncategorized,"When I need something from them two years later, three years later, I call them, they are there for me."
396,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,So what did you get?
397,TRUMP,TRUMP,uncategorized,And that’s a broken system.
398,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,What did you get from Hillary Clinton and Nancy Pelosi?
399,TRUMP,TRUMP,uncategorized,"Well, I’ll tell you what, with Hillary Clinton, I said be at my wedding and she came to my wedding."
400,TRUMP,TRUMP,uncategorized,You know why?
401,TRUMP,TRUMP,uncategorized,"She didn’t have a choice because I gave. I gave to a foundation that, frankly, that foundation is supposed to do good. I didn’t know her money would be used on private jets going all over the world. It was."
402,TRUMP,TRUMP,uncategorized,But…
403,TRUMP,TRUMP,uncategorized,(BUZZER NOISE)
404,TRUMP,TRUMP,uncategorized,(CROSSTALK)
405,BAIER,BAIER,uncategorized,Hold on.
406,BAIER,BAIER,uncategorized,We’re going to — we’re going to move on.
407,BAIER,BAIER,uncategorized,(CROSSTALK)
408,BAIER,BAIER,uncategorized,"We’ll come back to you, Governor Walker."
409,WALKER,WALKER,uncategorized,"Just one second on this, though."
410,WALKER,WALKER,uncategorized,We — we spent a lot of time talking about Hillary Clinton and —and pitting us back and forth.
411,WALKER,WALKER,uncategorized,"Let’s be clear, we should be talking about Hillary Clinton on that last subject, because everywhere in the world that Hillary Clinton touched is more messed up today than before she and the president (INAUDIBLE)."
412,BAIER,BAIER,uncategorized,We have many questions to come.
413,WALKER,WALKER,uncategorized,It’s true.
414,BAIER,BAIER,uncategorized,Many questions to come.
415,BAIER,BAIER,uncategorized,(APPLAUSE)
416,BAIER,BAIER,uncategorized,"Governor Huckabee, on Facebook, John Pietricone asked this, “Will you abolish or take away the powers and cut the size of the EPA, the IRS, the Department of Education?”"
417,BAIER,BAIER,uncategorized,"Now, broadly…"
418,BAIER,BAIER,uncategorized,(APPLAUSE)
419,BAIER,BAIER,uncategorized,"— broadly, the size of government is a big concern for Facebook users, Facebook persons, as well as, obviously, conservatives."
420,BAIER,BAIER,uncategorized,"But year after year, decade after decade, there are promises from Republicans to shrink government. But year after year, decade after decade, it doesn’t happen."
421,BAIER,BAIER,uncategorized,"In fact, it gets bigger, even under Republican politicians."
422,BAIER,BAIER,uncategorized,"So the question is, at this point, is the government simply too big for any one person, even a Republican, to shrink?"
423,HUCKABEE,HUCKABEE,uncategorized,It’s not too big to shrink. But the problem is we have a Wall Street-to-Washington access of power that has controlled the political climate. The donor class feeds the political class who does the dance that the donor class wants. And the result is federal government keeps getting bigger.
424,HUCKABEE,HUCKABEE,uncategorized,"Every person on this stage who has been a governor will tell that you the biggest fight they had was not the other party. Wasn’t even the legislature. It was the federal government, who continually put mandates on the states that we had to suck up and pay for."
425,HUCKABEE,HUCKABEE,uncategorized,"And the fact is there are a lot of things happening at the federal level that are absolutely beyond the jurisdiction of the Constitution. This is power that should be shifted back to the states, whether it’s the EPA, there is no role at the federal level for the Department of Education."
426,HUCKABEE,HUCKABEE,uncategorized,(CHEERING AND APPLAUSE)
427,HUCKABEE,HUCKABEE,uncategorized,"And I’m still one who says that we can get rid of the Internal Revenue Service if we would pass the fair tax, which is a tax on consumption rather than a tax on people’s income, and move power back where the founders believed it should have been all along."
428,BAIER,BAIER,uncategorized,Dr. Carson…
429,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,"Bret, Bret, Bret…"
430,BAIER,BAIER,uncategorized,"Dr. Carson, do you agree with that?"
431,CARSON,CARSON,uncategorized,"What I agree with is that we need a significantly changed taxation system. And the one that I’ve advocated is based on tithing, because I think God is a pretty fair guy."
432,CARSON,CARSON,uncategorized,"And he said, you know, if you give me a tithe, it doesn’t matter how much you make. If you’ve had a bumper crop, you don’t owe me triple tithes. And if you’ve had no crops at all, you don’t owe me no tithes. So there must be something inherently fair about that."
433,CARSON,CARSON,uncategorized,"And that’s why I’ve advocated a proportional tax system. You make $10 billion, you pay a billion. You make $10, you pay one. And everybody gets treated the same way. And you get rid of the deductions, you get rid of all the loopholes, and…"
434,CARSON,CARSON,uncategorized,(DOUBLE BELL RINGS)
435,BAIER,BAIER,uncategorized,Governor Bush?
436,CARSON,CARSON,uncategorized,And I have a lot more to say about it.
437,BAIER,BAIER,uncategorized,"We’re going to come back to you, Dr. Carson."
438,BAIER,BAIER,uncategorized,"Governor Bush, you are one of the few people on the stage who advocates for Common Core education standards, reading and math. A lot of people on this stage vigorously oppose federal involvement in education. They say it should all be handled locally."
439,BAIER,BAIER,uncategorized,"President Obama’s secretary of education, Arnie Duncan, has said that most of the criticism of Common Core is due to a, quote, “fringe group of critics.” Do you think that’s accurate?"
440,BUSH,BUSH,uncategorized,"No, I don’t. And I don’t believe the federal government should be involved in the creation of standards directly or indirectly, the creation of curriculum or content. It is clearly a state responsibility."
441,BUSH,BUSH,uncategorized,I’m for higher standards…
442,BUSH,BUSH,uncategorized,(APPLAUSE)
443,BUSH,BUSH,uncategorized,"… measured in an intellectually honest way, with abundant school choice, ending social promotion. And I know how to do this because as governor of the state of Florida I created the first statewide voucher program in the country, the second statewide voucher program, in the country and the third statewide voucher program in the country."
444,BUSH,BUSH,uncategorized,"And we had rising student achievement across the board, because high standards, robust accountability, ending social promotion in third grade, real school choice across the board, challenging the teachers union and beating them is the way to go."
445,BUSH,BUSH,uncategorized,And Florida’s low income kids had the greatest gains inside the country. Our graduation rate improved by 50 percent. That’s what I’m for.
446,BAIER,BAIER,uncategorized,"Senator Rubio, why is Governor Bush wrong on Common Core?"
447,RUBIO,RUBIO,uncategorized,"Well, first off, I too believe in curriculum reform. It is critically important in the 21st Century. We do need curriculum reform. And it should happen at the state and local level. That is where educational policy belongs, because if a parent is unhappy with what their child is being taught in school, they can go to that local school board or their state legislature, or their governor and get it changed."
448,RUBIO,RUBIO,uncategorized,"Here’s the problem with Common Core. The Department of Education, like every federal agency, will never be satisfied. They will not stop with it being a suggestion. They will turn it into a mandate."
449,RUBIO,RUBIO,uncategorized,"In fact, what they will begin to say to local communities is, you will not get federal money unless do you things the way we want you to do it. And they will use Common Core or any other requirements that exists nationally to force it down the throats of our people in our states."
450,RUBIO,RUBIO,uncategorized,(APPLAUSE)
451,BAIER,BAIER,uncategorized,And do you agree with your old friend?
452,BUSH,BUSH,uncategorized,"He is definitely my friend. And I think the states ought to create these standards. And if states want to opt out of Common Core, fine. Just make sure your standards are high."
453,BUSH,BUSH,uncategorized,"Because today in America, a third of our kids, after we spend more per student than any country in the world other than a couple rounding errors, to be honest with you, 30 percent are college- and/or career-ready."
454,BUSH,BUSH,uncategorized,"If we are going to compete in this world we’re in today, there is no possible way we can do it with lowering expectations and dumbing down everything. Children are going to suffer and families’ hearts are going to be broken that their kids won’t be able to get a job in the 21st Century."
455,BUSH,BUSH,uncategorized,(APPLAUSE)
456,BAIER,BAIER,uncategorized,"We have many more questions coming on a host of topics, here from Quicken Loans Arena in Cleveland. Stay with us."
457,BAIER,BAIER,uncategorized,(BEGIN VIDEO CLIP)
458,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,What would make stand out as the best choice for the Republican nomination?
459,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,How do you intend to go about student loan reform?
460,UNIDENTIFIED FEMALE,UNIDENTIFIED FEMALE,uncategorized,What will be the first thing you will do to stimulate economic growth in our country and bring more jobs to the United States?
461,UNIDENTIFIED FEMALE,UNIDENTIFIED FEMALE,uncategorized,(END VIDEO CLIP)
462,UNIDENTIFIED FEMALE,UNIDENTIFIED FEMALE,uncategorized,(COMMERCIAL BREAK)
463,BAIER,BAIER,uncategorized,We have many more questions coming on a host of topics. Here from Quicken Loans Arena in Cleveland. Stay with us.
464,BAIER,BAIER,uncategorized,(BEGIN VIDEO CLIP)
465,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,What would make you stand out as the best choice for the Republican nomination?
466,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,How do you intend to go about student loan reform?
467,UNIDENTIFIED FEMALE,UNIDENTIFIED FEMALE,uncategorized,What will be the first thing you will do to stimulate economic growth in our country and bring more jobs to the United States?
468,UNIDENTIFIED FEMALE,UNIDENTIFIED FEMALE,uncategorized,(END VIDEO CLIP)
469,(COMMERCIAL BREAK) KELLY,(COMMERCIAL BREAK) KELLY,uncategorized,"It’s just before 1000 p.m. on the East Coast. Welcome back to Quicken Loans Arena in Cleveland, Ohio, and the very first Republican primary debate of the 2016 presidential campaign. Ten candidates on the stage, selected based on their standing in five national polls. And tonight they are facing off, answering the questions you want asked. We hope."
470,(COMMERCIAL BREAK) KELLY,(COMMERCIAL BREAK) KELLY,uncategorized,(LAUGHTER)
471,WALLACE,WALLACE,uncategorized,"Gentlemen, we’re obviously digging into some subjects in depth, but we’re also going to change it up every once in a while throughout the next hour and have many rounds where we ask, you are not going to like it, only a couple of candidates questions on those subjects. This is the first of the many rounds, and it’s about somebody whose name probably hasn’t been mentioned enough so far tonight."
472,WALLACE,WALLACE,uncategorized,"Governor Kasich, let me start with you. Whoever the Republican nominee —"
